"Step","convolv-simple-sparse-offset-10 - loss","convolv-simple-sparse-offset-10 - loss__MIN","convolv-simple-sparse-offset-10 - loss__MAX"
"0","5.596578598022461","5.596578598022461","5.596578598022461"
"100","5.74333381652832","5.74333381652832","5.74333381652832"
"200","5.593316078186035","5.593316078186035","5.593316078186035"
"300","5.720991611480713","5.720991611480713","5.720991611480713"
"400","5.37579345703125","5.37579345703125","5.37579345703125"
"500","5.527464389801025","5.527464389801025","5.527464389801025"
"600","5.57407283782959","5.57407283782959","5.57407283782959"
"700","5.59120512008667","5.59120512008667","5.59120512008667"
"800","5.726839065551758","5.726839065551758","5.726839065551758"
"900","5.560434341430664","5.560434341430664","5.560434341430664"
"1000","5.592331409454346","5.592331409454346","5.592331409454346"
"1100","5.543532848358154","5.543532848358154","5.543532848358154"
"1200","5.5165934562683105","5.5165934562683105","5.5165934562683105"
"1300","5.575754642486572","5.575754642486572","5.575754642486572"
"1400","5.635453224182129","5.635453224182129","5.635453224182129"
"1500","5.5502095222473145","5.5502095222473145","5.5502095222473145"
"1600","5.569651126861572","5.569651126861572","5.569651126861572"
"1700","5.563803672790527","5.563803672790527","5.563803672790527"
"1800","5.499964714050293","5.499964714050293","5.499964714050293"
"1900","5.501284599304199","5.501284599304199","5.501284599304199"
"2000","5.597692012786865","5.597692012786865","5.597692012786865"
"2100","5.551968097686768","5.551968097686768","5.551968097686768"
"2200","5.534195899963379","5.534195899963379","5.534195899963379"
"2300","5.569166660308838","5.569166660308838","5.569166660308838"
"2400","5.4770708084106445","5.4770708084106445","5.4770708084106445"
"2500","5.5224738121032715","5.5224738121032715","5.5224738121032715"
"2600","5.5920515060424805","5.5920515060424805","5.5920515060424805"
"2700","5.6040120124816895","5.6040120124816895","5.6040120124816895"
"2800","5.546506404876709","5.546506404876709","5.546506404876709"
"2900","5.561022758483887","5.561022758483887","5.561022758483887"
"3000","5.5064215660095215","5.5064215660095215","5.5064215660095215"
"3100","5.494784832000732","5.494784832000732","5.494784832000732"
"3200","5.507364273071289","5.507364273071289","5.507364273071289"
"3300","5.521094799041748","5.521094799041748","5.521094799041748"
"3400","5.56412935256958","5.56412935256958","5.56412935256958"
"3500","5.563642978668213","5.563642978668213","5.563642978668213"
"3600","5.509019374847412","5.509019374847412","5.509019374847412"
"3700","5.548645496368408","5.548645496368408","5.548645496368408"
"3800","5.524821758270264","5.524821758270264","5.524821758270264"
"3900","5.597385406494141","5.597385406494141","5.597385406494141"
"4000","5.488224983215332","5.488224983215332","5.488224983215332"
"4100","5.525214195251465","5.525214195251465","5.525214195251465"
"4200","5.530451774597168","5.530451774597168","5.530451774597168"
"4300","5.535562992095947","5.535562992095947","5.535562992095947"
"4400","5.530622482299805","5.530622482299805","5.530622482299805"
"4500","5.582892894744873","5.582892894744873","5.582892894744873"
"4600","5.556289196014404","5.556289196014404","5.556289196014404"
"4700","5.514150619506836","5.514150619506836","5.514150619506836"
"4800","5.539301872253418","5.539301872253418","5.539301872253418"
"4900","5.538470268249512","5.538470268249512","5.538470268249512"
"5000","5.523061275482178","5.523061275482178","5.523061275482178"
"5100","5.498025417327881","5.498025417327881","5.498025417327881"
"5200","5.572286605834961","5.572286605834961","5.572286605834961"
"5300","5.519811630249023","5.519811630249023","5.519811630249023"
"5400","5.589169502258301","5.589169502258301","5.589169502258301"
"5500","5.482217311859131","5.482217311859131","5.482217311859131"
"5600","5.49915885925293","5.49915885925293","5.49915885925293"
"5700","5.604529857635498","5.604529857635498","5.604529857635498"
"5800","5.551996231079102","5.551996231079102","5.551996231079102"
"5900","5.48943567276001","5.48943567276001","5.48943567276001"
"6000","5.534694671630859","5.534694671630859","5.534694671630859"
"6100","5.509911060333252","5.509911060333252","5.509911060333252"
"6200","5.490842819213867","5.490842819213867","5.490842819213867"
"6300","5.541996479034424","5.541996479034424","5.541996479034424"
"6400","5.575553894042969","5.575553894042969","5.575553894042969"
"6500","5.525208473205566","5.525208473205566","5.525208473205566"
"6600","5.511803150177002","5.511803150177002","5.511803150177002"
"6700","5.514564514160156","5.514564514160156","5.514564514160156"
"6800","5.537531852722168","5.537531852722168","5.537531852722168"
"6900","5.534743785858154","5.534743785858154","5.534743785858154"
"7000","5.491930961608887","5.491930961608887","5.491930961608887"
"7100","5.553752422332764","5.553752422332764","5.553752422332764"
"7200","5.551280498504639","5.551280498504639","5.551280498504639"
"7300","5.503260135650635","5.503260135650635","5.503260135650635"
"7400","5.520850658416748","5.520850658416748","5.520850658416748"
"7500","5.508935928344727","5.508935928344727","5.508935928344727"
"7600","5.47917366027832","5.47917366027832","5.47917366027832"
"7700","5.561028957366943","5.561028957366943","5.561028957366943"
"7800","5.5474042892456055","5.5474042892456055","5.5474042892456055"
"7900","5.542964935302734","5.542964935302734","5.542964935302734"
"8000","5.524424076080322","5.524424076080322","5.524424076080322"
"8100","5.473181247711182","5.473181247711182","5.473181247711182"
"8200","5.526939868927002","5.526939868927002","5.526939868927002"
"8300","5.524689197540283","5.524689197540283","5.524689197540283"
"8400","5.501059532165527","5.501059532165527","5.501059532165527"
"8500","5.522459506988525","5.522459506988525","5.522459506988525"
"8600","5.576270580291748","5.576270580291748","5.576270580291748"
"8700","5.5809102058410645","5.5809102058410645","5.5809102058410645"
"8800","5.526205062866211","5.526205062866211","5.526205062866211"
"8900","5.481791019439697","5.481791019439697","5.481791019439697"
"9000","5.571465015411377","5.571465015411377","5.571465015411377"
"9100","5.545280933380127","5.545280933380127","5.545280933380127"
"9200","5.599600791931152","5.599600791931152","5.599600791931152"
"9300","5.54854679107666","5.54854679107666","5.54854679107666"
"9400","5.513278007507324","5.513278007507324","5.513278007507324"
"9500","5.510251998901367","5.510251998901367","5.510251998901367"
"9600","5.523890495300293","5.523890495300293","5.523890495300293"
"9700","5.504734516143799","5.504734516143799","5.504734516143799"
"9800","5.5472331047058105","5.5472331047058105","5.5472331047058105"
"9900","5.556580066680908","5.556580066680908","5.556580066680908"
"10000","5.548141956329346","5.548141956329346","5.548141956329346"
"10100","5.53665018081665","5.53665018081665","5.53665018081665"
"10200","5.539544582366943","5.539544582366943","5.539544582366943"
"10300","5.47409200668335","5.47409200668335","5.47409200668335"
"10400","5.529426097869873","5.529426097869873","5.529426097869873"
"10500","5.502801418304443","5.502801418304443","5.502801418304443"
"10600","5.658841609954834","5.658841609954834","5.658841609954834"
"10700","5.492709159851074","5.492709159851074","5.492709159851074"
"10800","5.5511794090271","5.5511794090271","5.5511794090271"
"10900","5.509471416473389","5.509471416473389","5.509471416473389"
"11000","5.530498027801514","5.530498027801514","5.530498027801514"
"11100","5.50846004486084","5.50846004486084","5.50846004486084"
"11200","5.328176021575928","5.328176021575928","5.328176021575928"
"11300","5.274090766906738","5.274090766906738","5.274090766906738"
"11400","5.444812774658203","5.444812774658203","5.444812774658203"
"11500","5.189709186553955","5.189709186553955","5.189709186553955"
"11600","5.559013366699219","5.559013366699219","5.559013366699219"
"11700","5.207881450653076","5.207881450653076","5.207881450653076"
"11800","5.44309139251709","5.44309139251709","5.44309139251709"
"11900","5.174049377441406","5.174049377441406","5.174049377441406"
"12000","5.451752662658691","5.451752662658691","5.451752662658691"
"12100","5.135772228240967","5.135772228240967","5.135772228240967"
"12200","5.247797012329102","5.247797012329102","5.247797012329102"
"12300","5.207029342651367","5.207029342651367","5.207029342651367"
"12400","5.2274489402771","5.2274489402771","5.2274489402771"
"12500","5.460422039031982","5.460422039031982","5.460422039031982"
"12600","5.433765411376953","5.433765411376953","5.433765411376953"
"12700","4.371119022369385","4.371119022369385","4.371119022369385"
"12800","5.2339863777160645","5.2339863777160645","5.2339863777160645"
"12900","5.4339728355407715","5.4339728355407715","5.4339728355407715"
"13000","4.966675281524658","4.966675281524658","4.966675281524658"
"13100","5.090322971343994","5.090322971343994","5.090322971343994"
"13200","4.900870323181152","4.900870323181152","4.900870323181152"
"13300","5.3242902755737305","5.3242902755737305","5.3242902755737305"
"13400","5.507543087005615","5.507543087005615","5.507543087005615"
"13500","5.220537185668945","5.220537185668945","5.220537185668945"
"13600","5.236261367797852","5.236261367797852","5.236261367797852"
"13700","5.225944519042969","5.225944519042969","5.225944519042969"
"13800","5.370756149291992","5.370756149291992","5.370756149291992"
"13900","5.139366626739502","5.139366626739502","5.139366626739502"
"14000","2.6226272583007812","2.6226272583007812","2.6226272583007812"
