"Step","offset 10 (3) modulo - loss","offset 10 (3) modulo - loss__MIN","offset 10 (3) modulo - loss__MAX","offset 10 (2) modulo - loss","offset 10 (2) modulo - loss__MIN","offset 10 (2) modulo - loss__MAX","offset 10 (1) modulo - loss","offset 10 (1) modulo - loss__MIN","offset 10 (1) modulo - loss__MAX"
"3600","5.581039905548096","5.581039905548096","5.581039905548096","5.567561149597168","5.567561149597168","5.567561149597168","5.5779595375061035","5.5779595375061035","5.5779595375061035"
"3700","5.506292819976807","5.506292819976807","5.506292819976807","5.468557357788086","5.468557357788086","5.468557357788086","5.534934997558594","5.534934997558594","5.534934997558594"
"3800","5.449236869812012","5.449236869812012","5.449236869812012","5.518310070037842","5.518310070037842","5.518310070037842","5.628698825836182","5.628698825836182","5.628698825836182"
"3900","5.562408924102783","5.562408924102783","5.562408924102783","5.5944437980651855","5.5944437980651855","5.5944437980651855","5.517355918884277","5.517355918884277","5.517355918884277"
"4000","5.552221775054932","5.552221775054932","5.552221775054932","5.486381530761719","5.486381530761719","5.486381530761719","5.543996334075928","5.543996334075928","5.543996334075928"
"4100","5.6194658279418945","5.6194658279418945","5.6194658279418945","5.541807174682617","5.541807174682617","5.541807174682617","5.484522819519043","5.484522819519043","5.484522819519043"
"4200","5.587742328643799","5.587742328643799","5.587742328643799","5.557384490966797","5.557384490966797","5.557384490966797","5.504095554351807","5.504095554351807","5.504095554351807"
"4300","5.560384750366211","5.560384750366211","5.560384750366211","5.470425128936768","5.470425128936768","5.470425128936768","5.555147171020508","5.555147171020508","5.555147171020508"
"4400","5.574002742767334","5.574002742767334","5.574002742767334","5.459437847137451","5.459437847137451","5.459437847137451","5.5073747634887695","5.5073747634887695","5.5073747634887695"
"4500","5.492743492126465","5.492743492126465","5.492743492126465","5.602509021759033","5.602509021759033","5.602509021759033","5.514939308166504","5.514939308166504","5.514939308166504"
"4600","5.4750165939331055","5.4750165939331055","5.4750165939331055","5.492350101470947","5.492350101470947","5.492350101470947","5.568930149078369","5.568930149078369","5.568930149078369"
"4700","5.536139965057373","5.536139965057373","5.536139965057373","5.537588119506836","5.537588119506836","5.537588119506836","5.5322418212890625","5.5322418212890625","5.5322418212890625"
"4800","5.5523223876953125","5.5523223876953125","5.5523223876953125","5.539261817932129","5.539261817932129","5.539261817932129","5.506525993347168","5.506525993347168","5.506525993347168"
"4900","5.5833916664123535","5.5833916664123535","5.5833916664123535","5.547128200531006","5.547128200531006","5.547128200531006","5.574911117553711","5.574911117553711","5.574911117553711"
"5000","5.462212562561035","5.462212562561035","5.462212562561035","5.5481181144714355","5.5481181144714355","5.5481181144714355","5.518643379211426","5.518643379211426","5.518643379211426"
"5100","5.531497001647949","5.531497001647949","5.531497001647949","5.565950870513916","5.565950870513916","5.565950870513916","5.471712589263916","5.471712589263916","5.471712589263916"
"5200","5.543964385986328","5.543964385986328","5.543964385986328","5.502786159515381","5.502786159515381","5.502786159515381","5.531991004943848","5.531991004943848","5.531991004943848"
"5300","5.540086269378662","5.540086269378662","5.540086269378662","5.50105094909668","5.50105094909668","5.50105094909668","5.562352657318115","5.562352657318115","5.562352657318115"
"5400","5.622878551483154","5.622878551483154","5.622878551483154","5.480470180511475","5.480470180511475","5.480470180511475","5.536410331726074","5.536410331726074","5.536410331726074"
"5500","5.474145889282227","5.474145889282227","5.474145889282227","5.576083660125732","5.576083660125732","5.576083660125732","5.4704060554504395","5.4704060554504395","5.4704060554504395"
"5600","5.485019683837891","5.485019683837891","5.485019683837891","5.536036968231201","5.536036968231201","5.536036968231201","5.583087921142578","5.583087921142578","5.583087921142578"
"5700","5.556796550750732","5.556796550750732","5.556796550750732","5.51270866394043","5.51270866394043","5.51270866394043","5.542815685272217","5.542815685272217","5.542815685272217"
"5800","5.5941548347473145","5.5941548347473145","5.5941548347473145","5.466737747192383","5.466737747192383","5.466737747192383","5.553030490875244","5.553030490875244","5.553030490875244"
"5900","5.530280113220215","5.530280113220215","5.530280113220215","5.553215503692627","5.553215503692627","5.553215503692627","5.544769287109375","5.544769287109375","5.544769287109375"
"6000","5.559404373168945","5.559404373168945","5.559404373168945","5.476553440093994","5.476553440093994","5.476553440093994","5.541032791137695","5.541032791137695","5.541032791137695"
"6100","5.589166641235352","5.589166641235352","5.589166641235352","5.482010841369629","5.482010841369629","5.482010841369629","5.517629146575928","5.517629146575928","5.517629146575928"
"6200","5.560636520385742","5.560636520385742","5.560636520385742","5.502559661865234","5.502559661865234","5.502559661865234","5.5098161697387695","5.5098161697387695","5.5098161697387695"
"6300","5.541425704956055","5.541425704956055","5.541425704956055","5.583950519561768","5.583950519561768","5.583950519561768","5.5574846267700195","5.5574846267700195","5.5574846267700195"
"6400","5.58528995513916","5.58528995513916","5.58528995513916","5.601696968078613","5.601696968078613","5.601696968078613","5.50908899307251","5.50908899307251","5.50908899307251"
"6500","5.497248649597168","5.497248649597168","5.497248649597168","5.5121541023254395","5.5121541023254395","5.5121541023254395","5.496469974517822","5.496469974517822","5.496469974517822"
"6600","5.547467231750488","5.547467231750488","5.547467231750488","5.565334796905518","5.565334796905518","5.565334796905518","5.518791198730469","5.518791198730469","5.518791198730469"
"6700","5.534743309020996","5.534743309020996","5.534743309020996","5.48129415512085","5.48129415512085","5.48129415512085","5.526881217956543","5.526881217956543","5.526881217956543"
"6800","5.4823689460754395","5.4823689460754395","5.4823689460754395","5.537641525268555","5.537641525268555","5.537641525268555","5.603619575500488","5.603619575500488","5.603619575500488"
"6900","5.531250953674316","5.531250953674316","5.531250953674316","5.515708923339844","5.515708923339844","5.515708923339844","5.5177130699157715","5.5177130699157715","5.5177130699157715"
"7000","5.433635234832764","5.433635234832764","5.433635234832764","5.519661903381348","5.519661903381348","5.519661903381348","5.488636016845703","5.488636016845703","5.488636016845703"
"7100","5.538598537445068","5.538598537445068","5.538598537445068","5.625601291656494","5.625601291656494","5.625601291656494","5.520924091339111","5.520924091339111","5.520924091339111"
"7200","5.536966323852539","5.536966323852539","5.536966323852539","5.51629638671875","5.51629638671875","5.51629638671875","5.5225510597229","5.5225510597229","5.5225510597229"
"7300","5.506600379943848","5.506600379943848","5.506600379943848","5.505737781524658","5.505737781524658","5.505737781524658","5.517514705657959","5.517514705657959","5.517514705657959"
"7400","5.544737339019775","5.544737339019775","5.544737339019775","5.5869927406311035","5.5869927406311035","5.5869927406311035","5.546603202819824","5.546603202819824","5.546603202819824"
"7500","5.491811275482178","5.491811275482178","5.491811275482178","5.586528778076172","5.586528778076172","5.586528778076172","5.541013717651367","5.541013717651367","5.541013717651367"
"7600","5.487042427062988","5.487042427062988","5.487042427062988","5.50350284576416","5.50350284576416","5.50350284576416","5.526390075683594","5.526390075683594","5.526390075683594"
"7700","5.547709941864014","5.547709941864014","5.547709941864014","5.5244526863098145","5.5244526863098145","5.5244526863098145","5.516590118408203","5.516590118408203","5.516590118408203"
"7800","5.527097225189209","5.527097225189209","5.527097225189209","5.495088577270508","5.495088577270508","5.495088577270508","5.5759782791137695","5.5759782791137695","5.5759782791137695"
"7900","5.5335001945495605","5.5335001945495605","5.5335001945495605","5.552355766296387","5.552355766296387","5.552355766296387","5.546630382537842","5.546630382537842","5.546630382537842"
"8000","5.492593288421631","5.492593288421631","5.492593288421631","5.544604778289795","5.544604778289795","5.544604778289795","5.529035568237305","5.529035568237305","5.529035568237305"
"8100","5.506763935089111","5.506763935089111","5.506763935089111","5.535656452178955","5.535656452178955","5.535656452178955","5.558374881744385","5.558374881744385","5.558374881744385"
"8200","5.559613227844238","5.559613227844238","5.559613227844238","5.518465042114258","5.518465042114258","5.518465042114258","5.536442756652832","5.536442756652832","5.536442756652832"
"8300","5.532922267913818","5.532922267913818","5.532922267913818","5.507562637329102","5.507562637329102","5.507562637329102","5.469632625579834","5.469632625579834","5.469632625579834"
"8400","5.509648323059082","5.509648323059082","5.509648323059082","5.53314208984375","5.53314208984375","5.53314208984375","5.560692310333252","5.560692310333252","5.560692310333252"
"8500","5.533926010131836","5.533926010131836","5.533926010131836","5.547807693481445","5.547807693481445","5.547807693481445","5.552198886871338","5.552198886871338","5.552198886871338"
"8600","5.579216003417969","5.579216003417969","5.579216003417969","5.529411315917969","5.529411315917969","5.529411315917969","5.5591325759887695","5.5591325759887695","5.5591325759887695"
"8700","5.511436462402344","5.511436462402344","5.511436462402344","5.507559299468994","5.507559299468994","5.507559299468994","5.518214225769043","5.518214225769043","5.518214225769043"
"8800","5.508224964141846","5.508224964141846","5.508224964141846","5.527632713317871","5.527632713317871","5.527632713317871","5.58121395111084","5.58121395111084","5.58121395111084"
"8900","5.557164192199707","5.557164192199707","5.557164192199707","5.515617847442627","5.515617847442627","5.515617847442627","5.524384498596191","5.524384498596191","5.524384498596191"
"9000","5.5266523361206055","5.5266523361206055","5.5266523361206055","5.583003044128418","5.583003044128418","5.583003044128418","5.5825581550598145","5.5825581550598145","5.5825581550598145"
"9100","5.486576557159424","5.486576557159424","5.486576557159424","5.547317981719971","5.547317981719971","5.547317981719971","5.618332386016846","5.618332386016846","5.618332386016846"
"9200","5.515845775604248","5.515845775604248","5.515845775604248","5.481643199920654","5.481643199920654","5.481643199920654","5.586339950561523","5.586339950561523","5.586339950561523"
"9300","5.580203533172607","5.580203533172607","5.580203533172607","5.553782939910889","5.553782939910889","5.553782939910889","5.556116580963135","5.556116580963135","5.556116580963135"
"9400","5.5636982917785645","5.5636982917785645","5.5636982917785645","5.514631271362305","5.514631271362305","5.514631271362305","5.465592861175537","5.465592861175537","5.465592861175537"
"9500","5.48063850402832","5.48063850402832","5.48063850402832","5.506820201873779","5.506820201873779","5.506820201873779","5.488767147064209","5.488767147064209","5.488767147064209"
"9600","5.57344388961792","5.57344388961792","5.57344388961792","5.557031154632568","5.557031154632568","5.557031154632568","5.551034927368164","5.551034927368164","5.551034927368164"
"9700","5.590663433074951","5.590663433074951","5.590663433074951","5.53509521484375","5.53509521484375","5.53509521484375","5.531580448150635","5.531580448150635","5.531580448150635"
"9800","5.548722267150879","5.548722267150879","5.548722267150879","5.549650192260742","5.549650192260742","5.549650192260742","5.527352333068848","5.527352333068848","5.527352333068848"
"9900","5.511916160583496","5.511916160583496","5.511916160583496","5.554069519042969","5.554069519042969","5.554069519042969","5.538881301879883","5.538881301879883","5.538881301879883"
"10000","5.521433353424072","5.521433353424072","5.521433353424072","5.560336112976074","5.560336112976074","5.560336112976074","5.5541887283325195","5.5541887283325195","5.5541887283325195"
"10100","5.545467376708984","5.545467376708984","5.545467376708984","5.519382476806641","5.519382476806641","5.519382476806641","5.52340841293335","5.52340841293335","5.52340841293335"
"10200","5.517342567443848","5.517342567443848","5.517342567443848","5.489833831787109","5.489833831787109","5.489833831787109","5.589040279388428","5.589040279388428","5.589040279388428"
"10300","5.504777908325195","5.504777908325195","5.504777908325195","5.562854766845703","5.562854766845703","5.562854766845703","5.505068778991699","5.505068778991699","5.505068778991699"
"10400","5.505581855773926","5.505581855773926","5.505581855773926","5.507237911224365","5.507237911224365","5.507237911224365","5.492909908294678","5.492909908294678","5.492909908294678"
"10500","5.539121150970459","5.539121150970459","5.539121150970459","5.536574363708496","5.536574363708496","5.536574363708496","5.507518768310547","5.507518768310547","5.507518768310547"
"10600","5.557923793792725","5.557923793792725","5.557923793792725","5.490933418273926","5.490933418273926","5.490933418273926","5.579036235809326","5.579036235809326","5.579036235809326"
"10700","5.597214698791504","5.597214698791504","5.597214698791504","5.50438928604126","5.50438928604126","5.50438928604126","5.580326557159424","5.580326557159424","5.580326557159424"
"10800","5.554103374481201","5.554103374481201","5.554103374481201","5.472220420837402","5.472220420837402","5.472220420837402","5.555939674377441","5.555939674377441","5.555939674377441"
"10900","5.5513434410095215","5.5513434410095215","5.5513434410095215","5.519991874694824","5.519991874694824","5.519991874694824","5.525647163391113","5.525647163391113","5.525647163391113"
"11000","5.518621444702148","5.518621444702148","5.518621444702148","5.528607368469238","5.528607368469238","5.528607368469238","5.501598358154297","5.501598358154297","5.501598358154297"
"11100","5.4785871505737305","5.4785871505737305","5.4785871505737305","5.5421462059021","5.5421462059021","5.5421462059021","5.508240222930908","5.508240222930908","5.508240222930908"
"11200","5.470775127410889","5.470775127410889","5.470775127410889","5.547667503356934","5.547667503356934","5.547667503356934","5.4985671043396","5.4985671043396","5.4985671043396"
"11300","5.491732597351074","5.491732597351074","5.491732597351074","5.518420219421387","5.518420219421387","5.518420219421387","5.516225337982178","5.516225337982178","5.516225337982178"
"11400","5.542022705078125","5.542022705078125","5.542022705078125","5.5318732261657715","5.5318732261657715","5.5318732261657715","5.549487113952637","5.549487113952637","5.549487113952637"
"11500","5.517986297607422","5.517986297607422","5.517986297607422","5.514383792877197","5.514383792877197","5.514383792877197","5.526238441467285","5.526238441467285","5.526238441467285"
"11600","5.495607376098633","5.495607376098633","5.495607376098633","5.57091760635376","5.57091760635376","5.57091760635376","5.504079341888428","5.504079341888428","5.504079341888428"
"11700","5.490379333496094","5.490379333496094","5.490379333496094","5.539877891540527","5.539877891540527","5.539877891540527","5.501039505004883","5.501039505004883","5.501039505004883"
"11800","5.549218654632568","5.549218654632568","5.549218654632568","5.567546367645264","5.567546367645264","5.567546367645264","5.495907306671143","5.495907306671143","5.495907306671143"
"11900","5.525903701782227","5.525903701782227","5.525903701782227","5.529276371002197","5.529276371002197","5.529276371002197","5.518654823303223","5.518654823303223","5.518654823303223"
"12000","5.562580585479736","5.562580585479736","5.562580585479736","5.535554885864258","5.535554885864258","5.535554885864258","5.5506134033203125","5.5506134033203125","5.5506134033203125"
"12100","5.529361724853516","5.529361724853516","5.529361724853516","5.536777496337891","5.536777496337891","5.536777496337891","5.562753677368164","5.562753677368164","5.562753677368164"
"12200","5.538036346435547","5.538036346435547","5.538036346435547","5.514463424682617","5.514463424682617","5.514463424682617","5.532559394836426","5.532559394836426","5.532559394836426"
"12300","5.506763935089111","5.506763935089111","5.506763935089111","5.47275972366333","5.47275972366333","5.47275972366333","5.508302688598633","5.508302688598633","5.508302688598633"
"12400","5.522430419921875","5.522430419921875","5.522430419921875","5.499578952789307","5.499578952789307","5.499578952789307","5.545656204223633","5.545656204223633","5.545656204223633"
"12500","5.537380218505859","5.537380218505859","5.537380218505859","5.498003959655762","5.498003959655762","5.498003959655762","5.530179977416992","5.530179977416992","5.530179977416992"
"12600","5.530238151550293","5.530238151550293","5.530238151550293","5.5060954093933105","5.5060954093933105","5.5060954093933105","5.525574207305908","5.525574207305908","5.525574207305908"
"12700","5.50978422164917","5.50978422164917","5.50978422164917","5.542850494384766","5.542850494384766","5.542850494384766","5.537046909332275","5.537046909332275","5.537046909332275"
"12800","5.516463756561279","5.516463756561279","5.516463756561279","5.52384614944458","5.52384614944458","5.52384614944458","5.521130084991455","5.521130084991455","5.521130084991455"
"12900","5.495916843414307","5.495916843414307","5.495916843414307","5.524198055267334","5.524198055267334","5.524198055267334","5.575448989868164","5.575448989868164","5.575448989868164"
"13000","5.532798767089844","5.532798767089844","5.532798767089844","5.493607044219971","5.493607044219971","5.493607044219971","5.56072998046875","5.56072998046875","5.56072998046875"
"13100","5.490400791168213","5.490400791168213","5.490400791168213","5.553506374359131","5.553506374359131","5.553506374359131","5.572674751281738","5.572674751281738","5.572674751281738"
"13200","5.5047783851623535","5.5047783851623535","5.5047783851623535","5.547353744506836","5.547353744506836","5.547353744506836","5.519375324249268","5.519375324249268","5.519375324249268"
"13300","5.558974266052246","5.558974266052246","5.558974266052246","5.574878692626953","5.574878692626953","5.574878692626953","5.508228778839111","5.508228778839111","5.508228778839111"
"13400","5.5299482345581055","5.5299482345581055","5.5299482345581055","5.542089462280273","5.542089462280273","5.542089462280273","5.5928955078125","5.5928955078125","5.5928955078125"
"13500","5.528111934661865","5.528111934661865","5.528111934661865","5.532991886138916","5.532991886138916","5.532991886138916","5.55073356628418","5.55073356628418","5.55073356628418"
"13600","5.56302547454834","5.56302547454834","5.56302547454834","5.542001247406006","5.542001247406006","5.542001247406006","5.529016494750977","5.529016494750977","5.529016494750977"
"13700","5.539374828338623","5.539374828338623","5.539374828338623","5.525909423828125","5.525909423828125","5.525909423828125","5.541385650634766","5.541385650634766","5.541385650634766"
"13800","5.513693332672119","5.513693332672119","5.513693332672119","5.542033672332764","5.542033672332764","5.542033672332764","5.547045707702637","5.547045707702637","5.547045707702637"
"13900","5.531349182128906","5.531349182128906","5.531349182128906","5.551837921142578","5.551837921142578","5.551837921142578","5.526383876800537","5.526383876800537","5.526383876800537"
"14000","5.578260898590088","5.578260898590088","5.578260898590088","5.549820423126221","5.549820423126221","5.549820423126221","5.5561089515686035","5.5561089515686035","5.5561089515686035"
"14100","5.501834392547607","5.501834392547607","5.501834392547607","5.514289855957031","5.514289855957031","5.514289855957031","5.533980846405029","5.533980846405029","5.533980846405029"
"14200","5.512475490570068","5.512475490570068","5.512475490570068","5.5167155265808105","5.5167155265808105","5.5167155265808105","5.5253586769104","5.5253586769104","5.5253586769104"
"14300","5.4998650550842285","5.4998650550842285","5.4998650550842285","5.548548221588135","5.548548221588135","5.548548221588135","5.4858927726745605","5.4858927726745605","5.4858927726745605"
"14400","5.563398361206055","5.563398361206055","5.563398361206055","5.612008571624756","5.612008571624756","5.612008571624756","5.499103546142578","5.499103546142578","5.499103546142578"
"14500","5.5533976554870605","5.5533976554870605","5.5533976554870605","5.532314300537109","5.532314300537109","5.532314300537109","5.572741508483887","5.572741508483887","5.572741508483887"
"14600","5.538026809692383","5.538026809692383","5.538026809692383","5.553534030914307","5.553534030914307","5.553534030914307","5.561776638031006","5.561776638031006","5.561776638031006"
"14700","5.524347305297852","5.524347305297852","5.524347305297852","5.545782566070557","5.545782566070557","5.545782566070557","5.53394889831543","5.53394889831543","5.53394889831543"
"14800","5.493130207061768","5.493130207061768","5.493130207061768","5.538597583770752","5.538597583770752","5.538597583770752","5.533788681030273","5.533788681030273","5.533788681030273"
"14900","5.479936599731445","5.479936599731445","5.479936599731445","5.626070976257324","5.626070976257324","5.626070976257324","5.554220199584961","5.554220199584961","5.554220199584961"
"15000","5.524970054626465","5.524970054626465","5.524970054626465","5.519230842590332","5.519230842590332","5.519230842590332","5.540956974029541","5.540956974029541","5.540956974029541"
"15100","5.541294574737549","5.541294574737549","5.541294574737549","5.509012699127197","5.509012699127197","5.509012699127197","5.525355815887451","5.525355815887451","5.525355815887451"
"15200","5.529024600982666","5.529024600982666","5.529024600982666","5.498059272766113","5.498059272766113","5.498059272766113","5.503449440002441","5.503449440002441","5.503449440002441"
"15300","5.557492256164551","5.557492256164551","5.557492256164551","5.542486190795898","5.542486190795898","5.542486190795898","5.584356307983398","5.584356307983398","5.584356307983398"
"15400","5.555319786071777","5.555319786071777","5.555319786071777","5.5030903816223145","5.5030903816223145","5.5030903816223145","5.563130855560303","5.563130855560303","5.563130855560303"
"15500","5.504203796386719","5.504203796386719","5.504203796386719","5.512646675109863","5.512646675109863","5.512646675109863","5.530664920806885","5.530664920806885","5.530664920806885"
"15600","5.518129825592041","5.518129825592041","5.518129825592041","5.51192045211792","5.51192045211792","5.51192045211792","5.525952339172363","5.525952339172363","5.525952339172363"
"15700","5.507544994354248","5.507544994354248","5.507544994354248","5.553027153015137","5.553027153015137","5.553027153015137","5.521265029907227","5.521265029907227","5.521265029907227"
"15800","5.455726623535156","5.455726623535156","5.455726623535156","5.618166446685791","5.618166446685791","5.618166446685791","5.558442115783691","5.558442115783691","5.558442115783691"
"15900","5.601186752319336","5.601186752319336","5.601186752319336","5.4049859046936035","5.4049859046936035","5.4049859046936035","5.541500568389893","5.541500568389893","5.541500568389893"
"16000","5.542511463165283","5.542511463165283","5.542511463165283","5.49565315246582","5.49565315246582","5.49565315246582","5.5072712898254395","5.5072712898254395","5.5072712898254395"
"16100","5.588650703430176","5.588650703430176","5.588650703430176","5.480125427246094","5.480125427246094","5.480125427246094","5.533514499664307","5.533514499664307","5.533514499664307"
"16200","5.523192405700684","5.523192405700684","5.523192405700684","5.509862422943115","5.509862422943115","5.509862422943115","5.448472499847412","5.448472499847412","5.448472499847412"
"16300","5.515042304992676","5.515042304992676","5.515042304992676","5.497117042541504","5.497117042541504","5.497117042541504","5.557775497436523","5.557775497436523","5.557775497436523"
"16400","5.568654537200928","5.568654537200928","5.568654537200928","5.216205596923828","5.216205596923828","5.216205596923828","5.518016338348389","5.518016338348389","5.518016338348389"
"16500","5.531729698181152","5.531729698181152","5.531729698181152","5.2563252449035645","5.2563252449035645","5.2563252449035645","5.504356384277344","5.504356384277344","5.504356384277344"
"16600","5.548928260803223","5.548928260803223","5.548928260803223","5.520956993103027","5.520956993103027","5.520956993103027","5.561127185821533","5.561127185821533","5.561127185821533"
"16700","5.5109758377075195","5.5109758377075195","5.5109758377075195","5.543609619140625","5.543609619140625","5.543609619140625","5.564004898071289","5.564004898071289","5.564004898071289"
"16800","5.52432107925415","5.52432107925415","5.52432107925415","5.51041841506958","5.51041841506958","5.51041841506958","5.564533710479736","5.564533710479736","5.564533710479736"
"16900","5.506820201873779","5.506820201873779","5.506820201873779","5.408829689025879","5.408829689025879","5.408829689025879","5.524781227111816","5.524781227111816","5.524781227111816"
"17000","5.517206192016602","5.517206192016602","5.517206192016602","5.497932434082031","5.497932434082031","5.497932434082031","5.551296234130859","5.551296234130859","5.551296234130859"
"17100","5.4554266929626465","5.4554266929626465","5.4554266929626465","5.498904705047607","5.498904705047607","5.498904705047607","5.525955677032471","5.525955677032471","5.525955677032471"
"17200","5.554660797119141","5.554660797119141","5.554660797119141","5.477729797363281","5.477729797363281","5.477729797363281","5.567201137542725","5.567201137542725","5.567201137542725"
"17300","5.522869110107422","5.522869110107422","5.522869110107422","5.369823932647705","5.369823932647705","5.369823932647705","5.486252784729004","5.486252784729004","5.486252784729004"
"17400","5.544951915740967","5.544951915740967","5.544951915740967","5.228515148162842","5.228515148162842","5.228515148162842","5.546383857727051","5.546383857727051","5.546383857727051"
