"Step","offset 200 (3) modulo - loss","offset 200 (3) modulo - loss__MIN","offset 200 (3) modulo - loss__MAX","offset 200 (2) modulo - loss","offset 200 (2) modulo - loss__MIN","offset 200 (2) modulo - loss__MAX","offset 200 (1) modulo - loss","offset 200 (1) modulo - loss__MIN","offset 200 (1) modulo - loss__MAX"
"12600","0.00001697212974249851","0.00001697212974249851","0.00001697212974249851","0.000014230429769668262","0.000014230429769668262","0.000014230429769668262","0.00012561539188027382","0.00012561539188027382","0.00012561539188027382"
"12700","0.0000182536768988939","0.0000182536768988939","0.0000182536768988939","0.000012218807569297496","0.000012218807569297496","0.000012218807569297496","0.00003409107739571482","0.00003409107739571482","0.00003409107739571482"
"12800","0.000008605345101386774","0.000008605345101386774","0.000008605345101386774","0.04090043902397156","0.04090043902397156","0.04090043902397156","0.00006002366717439145","0.00006002366717439145","0.00006002366717439145"
"12900","0.000010400907740404364","0.000010400907740404364","0.000010400907740404364","0.0013860720209777355","0.0013860720209777355","0.0013860720209777355","0.000011853723663080018","0.000011853723663080018","0.000011853723663080018"
"13000","0.000006854482762719272","0.000006854482762719272","0.000006854482762719272","0.00008987393084680662","0.00008987393084680662","0.00008987393084680662","0.000022805708795203827","0.000022805708795203827","0.000022805708795203827"
"13100","0.003577958093956113","0.003577958093956113","0.003577958093956113","0.0000553012614545878","0.0000553012614545878","0.0000553012614545878","0.000014006864148541354","0.000014006864148541354","0.000014006864148541354"
"13200","0.0617835633456707","0.0617835633456707","0.0617835633456707","0.000017039024896803312","0.000017039024896803312","0.000017039024896803312","0.00001633886859053746","0.00001633886859053746","0.00001633886859053746"
"13300","0.00011312077549519017","0.00011312077549519017","0.00011312077549519017","0.000019818151486106217","0.000019818151486106217","0.000019818151486106217","0.00001117568535846658","0.00001117568535846658","0.00001117568535846658"
"13400","0.00003157436731271446","0.00003157436731271446","0.00003157436731271446","0.000008948022696131375","0.000008948022696131375","0.000008948022696131375","0.000016174935808521695","0.000016174935808521695","0.000016174935808521695"
"13500","0.0000073312685344717465","0.0000073312685344717465","0.0000073312685344717465","0.000013589591617346741","0.000013589591617346741","0.000013589591617346741","0.000022306254322757013","0.000022306254322757013","0.000022306254322757013"
"13600","0.000009849560228758492","0.000009849560228758492","0.000009849560228758492","0.00002347614281461574","0.00002347614281461574","0.00002347614281461574","5.181153774261475","5.181153774261475","5.181153774261475"
"13700","0.000006824680895078927","0.000006824680895078927","0.000006824680895078927","0.000011674882443912793","0.000011674882443912793","0.000011674882443912793","0.006305905990302563","0.006305905990302563","0.006305905990302563"
"13800","0.000012047168638673611","0.000012047168638673611","0.000012047168638673611","0.000008329673619300593","0.000008329673619300593","0.000008329673619300593","0.0002191015228163451","0.0002191015228163451","0.0002191015228163451"
"13900","0.00001058711131918244","0.00001058711131918244","0.00001058711131918244","0.000005789056103822077","0.000005789056103822077","0.000005789056103822077","0.000021418278265628032","0.000021418278265628032","0.000021418278265628032"
"14000","0.000013239474355941638","0.000013239474355941638","0.000013239474355941638","0.000009819723345572129","0.000009819723345572129","0.000009819723345572129","0.0000153477412823122","0.0000153477412823122","0.0000153477412823122"
"14100","0.000009059827789315023","0.000009059827789315023","0.000009059827789315023","0.000008910818905860651","0.000008910818905860651","0.000008910818905860651","0.000010229518011328764","0.000010229518011328764","0.000010229518011328764"
"14200","0.000012472090020310134","0.000012472090020310134","0.000012472090020310134","0.000010922399269475136","0.000010922399269475136","0.000010922399269475136","0.000008337116923939902","0.000008337116923939902","0.000008337116923939902"
"14300","0.000008664957931614481","0.000008664957931614481","0.000008664957931614481","0.000007897551768110134","0.000007897551768110134","0.000007897551768110134","0.000007085434845066629","0.000007085434845066629","0.000007085434845066629"
"14400","0.000005856122243130812","0.000005856122243130812","0.000005856122243130812","0.000006385105734807439","0.000006385105734807439","0.000006385105734807439","0.00001279239404539112","0.00001279239404539112","0.00001279239404539112"
"14500","0.000004656593773688655","0.000004656593773688655","0.000004656593773688655","0.000004410720976011362","0.000004410720976011362","0.000004410720976011362","0.000009588711691321805","0.000009588711691321805","0.000009588711691321805"
