"Step","offset 100 (3) - mu_1","offset 100 (3) - mu_1__MIN","offset 100 (3) - mu_1__MAX","offset 100 (2) - mu_1","offset 100 (2) - mu_1__MIN","offset 100 (2) - mu_1__MAX","offset 100 (1) - mu_1","offset 100 (1) - mu_1__MIN","offset 100 (1) - mu_1__MAX","offset 100 (5) - mu_1","offset 100 (5) - mu_1__MIN","offset 100 (5) - mu_1__MAX","offset 100 (4) - mu_1","offset 100 (4) - mu_1__MIN","offset 100 (4) - mu_1__MAX"
"0","79.93180084228516","79.93180084228516","79.93180084228516","141.82028198242188","141.82028198242188","141.82028198242188","50.98496627807617","50.98496627807617","50.98496627807617","200.88351440429688","200.88351440429688","200.88351440429688","34.799930572509766","34.799930572509766","34.799930572509766"
"100","79.15203094482422","79.15203094482422","79.15203094482422","142.0152587890625","142.0152587890625","142.0152587890625","50.83378601074219","50.83378601074219","50.83378601074219","200.66641235351562","200.66641235351562","200.66641235351562","34.96207046508789","34.96207046508789","34.96207046508789"
"200","78.99879455566406","78.99879455566406","78.99879455566406","143.64234924316406","143.64234924316406","143.64234924316406","51.143829345703125","51.143829345703125","51.143829345703125","200.0049285888672","200.0049285888672","200.0049285888672","34.42509460449219","34.42509460449219","34.42509460449219"
"300","78.8322982788086","78.8322982788086","78.8322982788086","143.68017578125","143.68017578125","143.68017578125","50.99229049682617","50.99229049682617","50.99229049682617","200.2245635986328","200.2245635986328","200.2245635986328","34.18220520019531","34.18220520019531","34.18220520019531"
"400","79.52961730957031","79.52961730957031","79.52961730957031","144.26197814941406","144.26197814941406","144.26197814941406","50.9010009765625","50.9010009765625","50.9010009765625","200.58445739746094","200.58445739746094","200.58445739746094","34.21076965332031","34.21076965332031","34.21076965332031"
"500","79.35509490966797","79.35509490966797","79.35509490966797","140.37069702148438","140.37069702148438","140.37069702148438","51.20874786376953","51.20874786376953","51.20874786376953","200.38758850097656","200.38758850097656","200.38758850097656","34.056724548339844","34.056724548339844","34.056724548339844"
"600","79.04518127441406","79.04518127441406","79.04518127441406","141.48345947265625","141.48345947265625","141.48345947265625","50.72230529785156","50.72230529785156","50.72230529785156","200.03277587890625","200.03277587890625","200.03277587890625","33.839508056640625","33.839508056640625","33.839508056640625"
"700","79.6395034790039","79.6395034790039","79.6395034790039","141.8311767578125","141.8311767578125","141.8311767578125","50.60772705078125","50.60772705078125","50.60772705078125","199.3691864013672","199.3691864013672","199.3691864013672","33.50282669067383","33.50282669067383","33.50282669067383"
"800","79.26292419433594","79.26292419433594","79.26292419433594","142.13458251953125","142.13458251953125","142.13458251953125","50.91393280029297","50.91393280029297","50.91393280029297","199.36976623535156","199.36976623535156","199.36976623535156","33.55050277709961","33.55050277709961","33.55050277709961"
"900","80.21465301513672","80.21465301513672","80.21465301513672","140.7998809814453","140.7998809814453","140.7998809814453","51.045562744140625","51.045562744140625","51.045562744140625","200.20387268066406","200.20387268066406","200.20387268066406","33.78886413574219","33.78886413574219","33.78886413574219"
"1000","80.69171142578125","80.69171142578125","80.69171142578125","137.99232482910156","137.99232482910156","137.99232482910156","51.92036056518555","51.92036056518555","51.92036056518555","200.69468688964844","200.69468688964844","200.69468688964844","33.94650650024414","33.94650650024414","33.94650650024414"
"1100","81.60476684570312","81.60476684570312","81.60476684570312","133.62110900878906","133.62110900878906","133.62110900878906","52.56719970703125","52.56719970703125","52.56719970703125","200.70582580566406","200.70582580566406","200.70582580566406","33.811824798583984","33.811824798583984","33.811824798583984"
"1200","81.80182647705078","81.80182647705078","81.80182647705078","135.1193084716797","135.1193084716797","135.1193084716797","52.8280029296875","52.8280029296875","52.8280029296875","200.91513061523438","200.91513061523438","200.91513061523438","33.949623107910156","33.949623107910156","33.949623107910156"
"1300","82.39079284667969","82.39079284667969","82.39079284667969","135.25588989257812","135.25588989257812","135.25588989257812","53.309898376464844","53.309898376464844","53.309898376464844","200.0561981201172","200.0561981201172","200.0561981201172","33.94131851196289","33.94131851196289","33.94131851196289"
"1400","81.86032104492188","81.86032104492188","81.86032104492188","135.2765655517578","135.2765655517578","135.2765655517578","53.88243103027344","53.88243103027344","53.88243103027344","200.05555725097656","200.05555725097656","200.05555725097656","34.55012512207031","34.55012512207031","34.55012512207031"
"1500","81.53145599365234","81.53145599365234","81.53145599365234","135.1826934814453","135.1826934814453","135.1826934814453","53.854679107666016","53.854679107666016","53.854679107666016","200.1378631591797","200.1378631591797","200.1378631591797","34.61810302734375","34.61810302734375","34.61810302734375"
"1600","82.91294860839844","82.91294860839844","82.91294860839844","135.7849578857422","135.7849578857422","135.7849578857422","55.038414001464844","55.038414001464844","55.038414001464844","200.22561645507812","200.22561645507812","200.22561645507812","34.393287658691406","34.393287658691406","34.393287658691406"
"1700","83.94226837158203","83.94226837158203","83.94226837158203","135.73150634765625","135.73150634765625","135.73150634765625","54.32899475097656","54.32899475097656","54.32899475097656","200.70509338378906","200.70509338378906","200.70509338378906","34.537864685058594","34.537864685058594","34.537864685058594"
"1800","84.627197265625","84.627197265625","84.627197265625","136.04550170898438","136.04550170898438","136.04550170898438","53.3996467590332","53.3996467590332","53.3996467590332","200.65939331054688","200.65939331054688","200.65939331054688","34.694007873535156","34.694007873535156","34.694007873535156"
"1900","85.57218933105469","85.57218933105469","85.57218933105469","134.51368713378906","134.51368713378906","134.51368713378906","54.21464920043945","54.21464920043945","54.21464920043945","200.30653381347656","200.30653381347656","200.30653381347656","34.49456024169922","34.49456024169922","34.49456024169922"
"2000","85.44747924804688","85.44747924804688","85.44747924804688","133.7896728515625","133.7896728515625","133.7896728515625","54.391170501708984","54.391170501708984","54.391170501708984","200.15972900390625","200.15972900390625","200.15972900390625","34.65642547607422","34.65642547607422","34.65642547607422"
"2100","85.48054504394531","85.48054504394531","85.48054504394531","133.4374542236328","133.4374542236328","133.4374542236328","54.67740249633789","54.67740249633789","54.67740249633789","201.00521850585938","201.00521850585938","201.00521850585938","34.708866119384766","34.708866119384766","34.708866119384766"
"2200","85.37586212158203","85.37586212158203","85.37586212158203","133.19671630859375","133.19671630859375","133.19671630859375","54.49669647216797","54.49669647216797","54.49669647216797","200.67921447753906","200.67921447753906","200.67921447753906","34.38010787963867","34.38010787963867","34.38010787963867"
"2300","85.61494445800781","85.61494445800781","85.61494445800781","133.06320190429688","133.06320190429688","133.06320190429688","54.48522186279297","54.48522186279297","54.48522186279297","201.0916290283203","201.0916290283203","201.0916290283203","34.44080352783203","34.44080352783203","34.44080352783203"
"2400","85.33451843261719","85.33451843261719","85.33451843261719","134.4170684814453","134.4170684814453","134.4170684814453","54.74022674560547","54.74022674560547","54.74022674560547","201.7597198486328","201.7597198486328","201.7597198486328","34.524993896484375","34.524993896484375","34.524993896484375"
